Date,Store,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Year,Month,Day,WeekOfYear,Sales_Per_Customer,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Promo2_Start_Date,Days_Promo2_Participating,Ind_Competition,Competition_Open_Date,Competition_Age,Ind_New_Competition
2014-08-10,10,7,0,0,0,0,0,1,2014,8,10,32,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1804.0,0
2014-08-03,10,7,0,0,0,0,0,1,2014,8,3,31,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1797.0,0
2014-04-20,10,7,0,0,0,0,0,1,2014,4,20,16,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1692.0,0
2014-04-13,10,7,0,0,0,0,0,1,2014,4,13,15,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1685.0,0
2014-04-06,10,7,0,0,0,0,0,1,2014,4,6,14,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1678.0,0
2013-12-29,10,7,0,0,0,0,0,1,2013,12,29,52,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1580.0,0
2013-10-13,10,7,0,0,0,0,0,1,2013,10,13,41,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1503.0,0
2013-10-06,10,7,0,0,0,0,0,1,2013,10,6,40,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1496.0,0
2013-08-04,10,7,0,0,0,0,0,1,2013,8,4,31,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1433.0,0
2013-07-28,10,7,0,0,0,0,0,1,2013,7,28,30,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1426.0,0
2013-07-21,10,7,0,0,0,0,0,1,2013,7,21,29,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1419.0,0
2013-07-14,10,7,0,0,0,0,0,1,2013,7,14,28,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1412.0,0
2013-07-07,10,7,0,0,0,0,0,1,2013,7,7,27,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1405.0,0
2013-03-24,10,7,0,0,0,0,0,1,2013,3,24,12,,a,a,3160.0,9.0,2009.0,0,,,,,,1,2009-09-01,1300.0,0
2013-08-08,13,4,0,0,0,0,0,1,2013,8,8,32,,d,a,310.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",2009-11-15,1362.0,1,,,0
2015-01-01,17,4,0,0,0,0,0,1,2015,1,1,1,,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",2010-07-04,1642.0,1,2005-12-01,3318.0,0
2015-01-01,18,4,0,0,0,0,0,1,2015,1,1,1,,d,c,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2012-04-08,998.0,1,2010-06-01,1675.0,0
2015-01-01,26,4,0,0,0,0,0,1,2015,1,1,1,,d,a,2300.0,,,0,,,,,,1,,,0
2014-09-01,28,1,0,0,0,1,0,1,2014,9,1,36,,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec",2015-02-15,-167.0,1,2014-10-01,-30.0,1
2014-08-29,28,5,0,0,0,0,0,1,2014,8,29,35,,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec",2015-02-15,-170.0,1,2014-10-01,-33.0,1
2014-08-28,28,4,0,0,0,0,0,1,2014,8,28,35,,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec",2015-02-15,-171.0,1,2014-10-01,-34.0,1
2014-08-27,28,3,0,0,0,0,0,1,2014,8,27,35,,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec",2015-02-15,-172.0,1,2014-10-01,-35.0,1
2014-08-26,28,2,0,0,0,0,0,1,2014,8,26,35,,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec",2015-02-15,-173.0,1,2014-10-01,-36.0,1
2014-08-25,28,1,0,0,0,0,0,1,2014,8,25,35,,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec",2015-02-15,-174.0,1,2014-10-01,-37.0,1
2014-08-22,28,5,0,0,0,1,0,1,2014,8,22,34,,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec",2015-02-15,-177.0,1,2014-10-01,-40.0,1
2013-08-08,32,4,0,0,0,0,0,1,2013,8,8,32,,a,a,2910.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",2009-11-15,1362.0,1,,,0
2015-04-05,56,7,0,0,0,0,0,1,2015,4,5,14,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,385.0,1,2012-03-01,1130.0,0
2015-01-04,56,7,0,0,0,0,0,1,2015,1,4,1,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,294.0,1,2012-03-01,1039.0,0
2014-12-28,56,7,0,0,0,0,0,1,2014,12,28,52,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,287.0,1,2012-03-01,1032.0,0
2014-10-26,56,7,0,0,0,0,0,1,2014,10,26,43,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,224.0,1,2012-03-01,969.0,0
2014-08-31,56,7,0,0,0,0,0,1,2014,8,31,35,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,168.0,1,2012-03-01,913.0,0
2014-08-24,56,7,0,0,0,0,0,1,2014,8,24,34,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,161.0,1,2012-03-01,906.0,0
2014-08-17,56,7,0,0,0,0,0,1,2014,8,17,33,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,154.0,1,2012-03-01,899.0,0
2014-08-10,56,7,0,0,0,0,0,1,2014,8,10,32,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,147.0,1,2012-03-01,892.0,0
2014-08-03,56,7,0,0,0,0,0,1,2014,8,3,31,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,140.0,1,2012-03-01,885.0,0
2014-04-20,56,7,0,0,0,0,0,1,2014,4,20,16,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,35.0,1,2012-03-01,780.0,0
2014-01-05,56,7,0,0,0,0,0,1,2014,1,5,1,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,-70.0,1,2012-03-01,675.0,0
2013-12-29,56,7,0,0,0,0,0,1,2013,12,29,52,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,-77.0,1,2012-03-01,668.0,0
2013-10-20,56,7,0,0,0,0,0,1,2013,10,20,42,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,-147.0,1,2012-03-01,598.0,0
2013-08-11,56,7,0,0,0,0,0,1,2013,8,11,32,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,-217.0,1,2012-03-01,528.0,0
2013-08-04,56,7,0,0,0,0,0,1,2013,8,4,31,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,-224.0,1,2012-03-01,521.0,0
2013-07-28,56,7,0,0,0,0,0,1,2013,7,28,30,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,-231.0,1,2012-03-01,514.0,0
2013-07-21,56,7,0,0,0,0,0,1,2013,7,21,29,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,-238.0,1,2012-03-01,507.0,0
2013-07-14,56,7,0,0,0,0,0,1,2013,7,14,28,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,-245.0,1,2012-03-01,500.0,0
2013-07-07,56,7,0,0,0,0,0,1,2013,7,7,27,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,-252.0,1,2012-03-01,493.0,0
2013-01-06,56,7,0,0,0,0,0,1,2013,1,6,1,,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,-434.0,1,2012-03-01,311.0,0
2015-01-01,59,4,0,0,0,0,0,1,2015,1,1,1,,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2011-04-10,1362.0,1,2007-06-01,2771.0,0
2015-04-05,69,7,0,0,0,0,0,1,2015,4,5,14,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,1274.0,1,,,0
2015-01-04,69,7,0,0,0,0,0,1,2015,1,4,1,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,1183.0,1,,,0
2014-12-28,69,7,0,0,0,0,0,1,2014,12,28,52,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,1176.0,1,,,0
2014-10-26,69,7,0,0,0,0,0,1,2014,10,26,43,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,1113.0,1,,,0
2014-08-31,69,7,0,0,0,0,0,1,2014,8,31,35,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,1057.0,1,,,0
2014-08-24,69,7,0,0,0,0,0,1,2014,8,24,34,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,1050.0,1,,,0
2014-08-17,69,7,0,0,0,0,0,1,2014,8,17,33,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,1043.0,1,,,0
2014-08-10,69,7,0,0,0,0,0,1,2014,8,10,32,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,1036.0,1,,,0
2014-08-03,69,7,0,0,0,0,0,1,2014,8,3,31,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,1029.0,1,,,0
2014-04-20,69,7,0,0,0,0,0,1,2014,4,20,16,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,924.0,1,,,0
2014-01-05,69,7,0,0,0,0,0,1,2014,1,5,1,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,819.0,1,,,0
2013-12-29,69,7,0,0,0,0,0,1,2013,12,29,52,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,812.0,1,,,0
2013-10-20,69,7,0,0,0,0,0,1,2013,10,20,42,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,742.0,1,,,0
2013-08-11,69,7,0,0,0,0,0,1,2013,8,11,32,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,672.0,1,,,0
2013-08-04,69,7,0,0,0,0,0,1,2013,8,4,31,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,665.0,1,,,0
2013-07-28,69,7,0,0,0,0,0,1,2013,7,28,30,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,658.0,1,,,0
2013-07-21,69,7,0,0,0,0,0,1,2013,7,21,29,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,651.0,1,,,0
2013-07-14,69,7,0,0,0,0,0,1,2013,7,14,28,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,644.0,1,,,0
2013-07-07,69,7,0,0,0,0,0,1,2013,7,7,27,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,637.0,1,,,0
2013-01-06,69,7,0,0,0,0,0,1,2013,1,6,1,,c,c,1130.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2011-10-09,455.0,1,,,0
2015-07-26,70,7,0,0,0,0,0,1,2015,7,26,30,,c,c,4840.0,,,0,,,,,,1,,,0
2015-04-05,70,7,0,0,0,0,0,1,2015,4,5,14,,c,c,4840.0,,,0,,,,,,1,,,0
2015-03-29,70,7,0,0,0,0,0,1,2015,3,29,13,,c,c,4840.0,,,0,,,,,,1,,,0
2014-12-28,70,7,0,0,0,0,0,1,2014,12,28,52,,c,c,4840.0,,,0,,,,,,1,,,0
2014-09-07,70,7,0,0,0,0,0,1,2014,9,7,36,,c,c,4840.0,,,0,,,,,,1,,,0
2014-08-31,70,7,0,0,0,0,0,1,2014,8,31,35,,c,c,4840.0,,,0,,,,,,1,,,0
2014-08-24,70,7,0,0,0,0,0,1,2014,8,24,34,,c,c,4840.0,,,0,,,,,,1,,,0
2014-08-17,70,7,0,0,0,0,0,1,2014,8,17,33,,c,c,4840.0,,,0,,,,,,1,,,0
2014-08-10,70,7,0,0,0,0,0,1,2014,8,10,32,,c,c,4840.0,,,0,,,,,,1,,,0
2014-08-03,70,7,0,0,0,0,0,1,2014,8,3,31,,c,c,4840.0,,,0,,,,,,1,,,0
2014-04-20,70,7,0,0,0,0,0,1,2014,4,20,16,,c,c,4840.0,,,0,,,,,,1,,,0
2014-04-13,70,7,0,0,0,0,0,1,2014,4,13,15,,c,c,4840.0,,,0,,,,,,1,,,0
2014-04-06,70,7,0,0,0,0,0,1,2014,4,6,14,,c,c,4840.0,,,0,,,,,,1,,,0
2013-12-29,70,7,0,0,0,0,0,1,2013,12,29,52,,c,c,4840.0,,,0,,,,,,1,,,0
2013-10-13,70,7,0,0,0,0,0,1,2013,10,13,41,,c,c,4840.0,,,0,,,,,,1,,,0
2013-10-06,70,7,0,0,0,0,0,1,2013,10,6,40,,c,c,4840.0,,,0,,,,,,1,,,0
2013-08-04,70,7,0,0,0,0,0,1,2013,8,4,31,,c,c,4840.0,,,0,,,,,,1,,,0
2013-07-28,70,7,0,0,0,0,0,1,2013,7,28,30,,c,c,4840.0,,,0,,,,,,1,,,0
2013-07-21,70,7,0,0,0,0,0,1,2013,7,21,29,,c,c,4840.0,,,0,,,,,,1,,,0
2013-07-14,70,7,0,0,0,0,0,1,2013,7,14,28,,c,c,4840.0,,,0,,,,,,1,,,0
2013-07-07,70,7,0,0,0,0,0,1,2013,7,7,27,,c,c,4840.0,,,0,,,,,,1,,,0
2013-03-24,70,7,0,0,0,0,0,1,2013,3,24,12,,c,c,4840.0,,,0,,,,,,1,,,0
2015-04-05,77,7,0,0,0,0,0,1,2015,4,5,14,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,385.0,1,2009-08-01,2073.0,0
2015-01-04,77,7,0,0,0,0,0,1,2015,1,4,1,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,294.0,1,2009-08-01,1982.0,0
2014-12-28,77,7,0,0,0,0,0,1,2014,12,28,52,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,287.0,1,2009-08-01,1975.0,0
2014-10-26,77,7,0,0,0,0,0,1,2014,10,26,43,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,224.0,1,2009-08-01,1912.0,0
2014-08-31,77,7,0,0,0,0,0,1,2014,8,31,35,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,168.0,1,2009-08-01,1856.0,0
2014-08-24,77,7,0,0,0,0,0,1,2014,8,24,34,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,161.0,1,2009-08-01,1849.0,0
2014-08-17,77,7,0,0,0,0,0,1,2014,8,17,33,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,154.0,1,2009-08-01,1842.0,0
2014-08-10,77,7,0,0,0,0,0,1,2014,8,10,32,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,147.0,1,2009-08-01,1835.0,0
2014-08-03,77,7,0,0,0,0,0,1,2014,8,3,31,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,140.0,1,2009-08-01,1828.0,0
2014-04-20,77,7,0,0,0,0,0,1,2014,4,20,16,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,35.0,1,2009-08-01,1723.0,0
2014-01-05,77,7,0,0,0,0,0,1,2014,1,5,1,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,-70.0,1,2009-08-01,1618.0,0
2013-12-29,77,7,0,0,0,0,0,1,2013,12,29,52,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,-77.0,1,2009-08-01,1611.0,0
2013-10-20,77,7,0,0,0,0,0,1,2013,10,20,42,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,-147.0,1,2009-08-01,1541.0,0
2013-08-11,77,7,0,0,0,0,0,1,2013,8,11,32,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,-217.0,1,2009-08-01,1471.0,0
2013-08-04,77,7,0,0,0,0,0,1,2013,8,4,31,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,-224.0,1,2009-08-01,1464.0,0
2013-07-28,77,7,0,0,0,0,0,1,2013,7,28,30,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,-231.0,1,2009-08-01,1457.0,0
2013-07-21,77,7,0,0,0,0,0,1,2013,7,21,29,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,-238.0,1,2009-08-01,1450.0,0
2013-07-14,77,7,0,0,0,0,0,1,2013,7,14,28,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,-245.0,1,2009-08-01,1443.0,0
2013-07-07,77,7,0,0,0,0,0,1,2013,7,7,27,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,-252.0,1,2009-08-01,1436.0,0
2013-01-06,77,7,0,0,0,0,0,1,2013,1,6,1,,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-16,-434.0,1,2009-08-01,1254.0,0
2014-07-23,102,3,0,0,0,0,0,1,2014,7,23,30,,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,129.0,1,2007-12-01,2426.0,0
2014-07-22,102,2,0,0,0,0,0,1,2014,7,22,30,,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,128.0,1,2007-12-01,2425.0,0
2014-07-21,102,1,0,0,0,0,0,1,2014,7,21,30,,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,127.0,1,2007-12-01,2424.0,0
2014-07-18,102,5,0,0,0,1,0,1,2014,7,18,29,,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,124.0,1,2007-12-01,2421.0,0
2014-07-17,102,4,0,0,0,1,0,1,2014,7,17,29,,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,123.0,1,2007-12-01,2420.0,0
2014-07-16,102,3,0,0,0,1,0,1,2014,7,16,29,,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,122.0,1,2007-12-01,2419.0,0
2014-07-15,102,2,0,0,0,1,0,1,2014,7,15,29,,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,121.0,1,2007-12-01,2418.0,0
2014-07-14,102,1,0,0,0,1,0,1,2014,7,14,29,,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014-03-16,120.0,1,2007-12-01,2417.0,0
2013-07-04,103,4,0,0,0,1,0,1,2013,7,4,27,,d,c,5210.0,5.0,2015.0,0,,,,,,1,2015-05-01,-666.0,0
2013-07-03,103,3,0,0,0,1,0,1,2013,7,3,27,,d,c,5210.0,5.0,2015.0,0,,,,,,1,2015-05-01,-667.0,0
2013-07-02,103,2,0,0,0,1,0,1,2013,7,2,27,,d,c,5210.0,5.0,2015.0,0,,,,,,1,2015-05-01,-668.0,0
2013-07-01,103,1,0,0,0,1,0,1,2013,7,1,27,,d,c,5210.0,5.0,2015.0,0,,,,,,1,2015-05-01,-669.0,0
2013-06-28,103,5,0,0,0,0,0,1,2013,6,28,26,,d,c,5210.0,5.0,2015.0,0,,,,,,1,2015-05-01,-672.0,0
2013-06-27,103,4,0,0,0,0,0,1,2013,6,27,26,,d,c,5210.0,5.0,2015.0,0,,,,,,1,2015-05-01,-673.0,0
2013-06-26,103,3,0,0,0,0,0,1,2013,6,26,26,,d,c,5210.0,5.0,2015.0,0,,,,,,1,2015-05-01,-674.0,0
2013-06-25,103,2,0,0,0,0,0,1,2013,6,25,26,,d,c,5210.0,5.0,2015.0,0,,,,,,1,2015-05-01,-675.0,0
2013-06-24,103,1,0,0,0,0,0,1,2013,6,24,26,,d,c,5210.0,5.0,2015.0,0,,,,,,1,2015-05-01,-676.0,0
2013-06-21,103,5,0,0,0,1,0,1,2013,6,21,25,,d,c,5210.0,5.0,2015.0,0,,,,,,1,2015-05-01,-679.0,0
2013-06-20,103,4,0,0,0,1,0,1,2013,6,20,25,,d,c,5210.0,5.0,2015.0,0,,,,,,1,2015-05-01,-680.0,0
2013-06-19,103,3,0,0,0,1,0,1,2013,6,19,25,,d,c,5210.0,5.0,2015.0,0,,,,,,1,2015-05-01,-681.0,0
